"variant_id","source_job_id","entity_id","destination_id","batch_id","country_code","profile_id","max_width","max_height","fit","without_enlargement","format","max_bytes","status","physical_path","physical_bytes","parent_profile_file"
"variant:jp-unzen:poi:3:sm","source:jp-unzen:poi:3","unresolved:jp-unzen:3","jp-unzen","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-unzen:poi:4:sm","source:jp-unzen:poi:4","unresolved:jp-unzen:4","jp-unzen","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-unzen:poi:5:sm","source:jp-unzen:poi:5","unresolved:jp-unzen:5","jp-unzen","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-unzen:poi:6:sm","source:jp-unzen:poi:6","unresolved:jp-unzen:6","jp-unzen","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-unzen:poi:7:sm","source:jp-unzen:poi:7","unresolved:jp-unzen:7","jp-unzen","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-unzen:poi:8:sm","source:jp-unzen:poi:8","unresolved:jp-unzen:8","jp-unzen","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-unzen:poi:9:sm","source:jp-unzen:poi:9","unresolved:jp-unzen:9","jp-unzen","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-unzen:poi:10:sm","source:jp-unzen:poi:10","unresolved:jp-unzen:10","jp-unzen","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-unzen:poi:11:sm","source:jp-unzen:poi:11","unresolved:jp-unzen:11","jp-unzen","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-unzen:poi:12:sm","source:jp-unzen:poi:12","unresolved:jp-unzen:12","jp-unzen","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-unzen:poi:13:sm","source:jp-unzen:poi:13","unresolved:jp-unzen:13","jp-unzen","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-unzen:poi:14:sm","source:jp-unzen:poi:14","unresolved:jp-unzen:14","jp-unzen","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-unzen:poi:15:sm","source:jp-unzen:poi:15","unresolved:jp-unzen:15","jp-unzen","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-unzen:poi:16:sm","source:jp-unzen:poi:16","unresolved:jp-unzen:16","jp-unzen","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-unzen:poi:17:sm","source:jp-unzen:poi:17","unresolved:jp-unzen:17","jp-unzen","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-unzen:poi:18:sm","source:jp-unzen:poi:18","unresolved:jp-unzen:18","jp-unzen","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-unzen:poi:19:sm","source:jp-unzen:poi:19","unresolved:jp-unzen:19","jp-unzen","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-unzen:poi:20:sm","source:jp-unzen:poi:20","unresolved:jp-unzen:20","jp-unzen","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-unzen:poi:21:sm","source:jp-unzen:poi:21","unresolved:jp-unzen:21","jp-unzen","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-unzen:poi:22:sm","source:jp-unzen:poi:22","unresolved:jp-unzen:22","jp-unzen","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-unzen:poi:23:sm","source:jp-unzen:poi:23","unresolved:jp-unzen:23","jp-unzen","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-unzen:poi:24:sm","source:jp-unzen:poi:24","unresolved:jp-unzen:24","jp-unzen","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-unzen:poi:25:sm","source:jp-unzen:poi:25","unresolved:jp-unzen:25","jp-unzen","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-unzen:poi:26:sm","source:jp-unzen:poi:26","unresolved:jp-unzen:26","jp-unzen","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-unzen:poi:27:sm","source:jp-unzen:poi:27","unresolved:jp-unzen:27","jp-unzen","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-unzen:poi:28:sm","source:jp-unzen:poi:28","unresolved:jp-unzen:28","jp-unzen","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-unzen:poi:29:sm","source:jp-unzen:poi:29","unresolved:jp-unzen:29","jp-unzen","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-unzen:poi:30:sm","source:jp-unzen:poi:30","unresolved:jp-unzen:30","jp-unzen","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-unzen:poi:31:sm","source:jp-unzen:poi:31","unresolved:jp-unzen:31","jp-unzen","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-unzen:poi:32:sm","source:jp-unzen:poi:32","unresolved:jp-unzen:32","jp-unzen","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-unzen:poi:33:sm","source:jp-unzen:poi:33","unresolved:jp-unzen:33","jp-unzen","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-unzen:poi:34:sm","source:jp-unzen:poi:34","unresolved:jp-unzen:34","jp-unzen","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-unzen:poi:35:sm","source:jp-unzen:poi:35","unresolved:jp-unzen:35","jp-unzen","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-unzen:poi:36:sm","source:jp-unzen:poi:36","unresolved:jp-unzen:36","jp-unzen","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-unzen:poi:37:sm","source:jp-unzen:poi:37","unresolved:jp-unzen:37","jp-unzen","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-unzen:poi:38:sm","source:jp-unzen:poi:38","unresolved:jp-unzen:38","jp-unzen","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-unzen:poi:39:sm","source:jp-unzen:poi:39","unresolved:jp-unzen:39","jp-unzen","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-unzen:poi:40:sm","source:jp-unzen:poi:40","unresolved:jp-unzen:40","jp-unzen","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-takachiho:poi:1:sm","source:jp-takachiho:poi:1","unresolved:jp-takachiho:1","jp-takachiho","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-takachiho:poi:2:sm","source:jp-takachiho:poi:2","unresolved:jp-takachiho:2","jp-takachiho","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-takachiho:poi:3:sm","source:jp-takachiho:poi:3","unresolved:jp-takachiho:3","jp-takachiho","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-takachiho:poi:4:sm","source:jp-takachiho:poi:4","unresolved:jp-takachiho:4","jp-takachiho","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-takachiho:poi:5:sm","source:jp-takachiho:poi:5","unresolved:jp-takachiho:5","jp-takachiho","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-takachiho:poi:6:sm","source:jp-takachiho:poi:6","unresolved:jp-takachiho:6","jp-takachiho","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-takachiho:poi:7:sm","source:jp-takachiho:poi:7","unresolved:jp-takachiho:7","jp-takachiho","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-takachiho:poi:8:sm","source:jp-takachiho:poi:8","unresolved:jp-takachiho:8","jp-takachiho","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-takachiho:poi:9:sm","source:jp-takachiho:poi:9","unresolved:jp-takachiho:9","jp-takachiho","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-takachiho:poi:10:sm","source:jp-takachiho:poi:10","unresolved:jp-takachiho:10","jp-takachiho","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-takachiho:poi:11:sm","source:jp-takachiho:poi:11","unresolved:jp-takachiho:11","jp-takachiho","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-takachiho:poi:12:sm","source:jp-takachiho:poi:12","unresolved:jp-takachiho:12","jp-takachiho","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-takachiho:poi:13:sm","source:jp-takachiho:poi:13","unresolved:jp-takachiho:13","jp-takachiho","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-takachiho:poi:14:sm","source:jp-takachiho:poi:14","unresolved:jp-takachiho:14","jp-takachiho","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-takachiho:poi:15:sm","source:jp-takachiho:poi:15","unresolved:jp-takachiho:15","jp-takachiho","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-takachiho:poi:16:sm","source:jp-takachiho:poi:16","unresolved:jp-takachiho:16","jp-takachiho","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-takachiho:poi:17:sm","source:jp-takachiho:poi:17","unresolved:jp-takachiho:17","jp-takachiho","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-takachiho:poi:18:sm","source:jp-takachiho:poi:18","unresolved:jp-takachiho:18","jp-takachiho","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-takachiho:poi:19:sm","source:jp-takachiho:poi:19","unresolved:jp-takachiho:19","jp-takachiho","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-takachiho:poi:20:sm","source:jp-takachiho:poi:20","unresolved:jp-takachiho:20","jp-takachiho","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-takachiho:poi:21:sm","source:jp-takachiho:poi:21","unresolved:jp-takachiho:21","jp-takachiho","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-takachiho:poi:22:sm","source:jp-takachiho:poi:22","unresolved:jp-takachiho:22","jp-takachiho","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-takachiho:poi:23:sm","source:jp-takachiho:poi:23","unresolved:jp-takachiho:23","jp-takachiho","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-takachiho:poi:24:sm","source:jp-takachiho:poi:24","unresolved:jp-takachiho:24","jp-takachiho","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-takachiho:poi:25:sm","source:jp-takachiho:poi:25","unresolved:jp-takachiho:25","jp-takachiho","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-takachiho:poi:26:sm","source:jp-takachiho:poi:26","unresolved:jp-takachiho:26","jp-takachiho","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-takachiho:poi:27:sm","source:jp-takachiho:poi:27","unresolved:jp-takachiho:27","jp-takachiho","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-takachiho:poi:28:sm","source:jp-takachiho:poi:28","unresolved:jp-takachiho:28","jp-takachiho","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-takachiho:poi:29:sm","source:jp-takachiho:poi:29","unresolved:jp-takachiho:29","jp-takachiho","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-takachiho:poi:30:sm","source:jp-takachiho:poi:30","unresolved:jp-takachiho:30","jp-takachiho","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-takachiho:poi:31:sm","source:jp-takachiho:poi:31","unresolved:jp-takachiho:31","jp-takachiho","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-takachiho:poi:32:sm","source:jp-takachiho:poi:32","unresolved:jp-takachiho:32","jp-takachiho","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-takachiho:poi:33:sm","source:jp-takachiho:poi:33","unresolved:jp-takachiho:33","jp-takachiho","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-takachiho:poi:34:sm","source:jp-takachiho:poi:34","unresolved:jp-takachiho:34","jp-takachiho","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-takachiho:poi:35:sm","source:jp-takachiho:poi:35","unresolved:jp-takachiho:35","jp-takachiho","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-takachiho:poi:36:sm","source:jp-takachiho:poi:36","unresolved:jp-takachiho:36","jp-takachiho","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-takachiho:poi:37:sm","source:jp-takachiho:poi:37","unresolved:jp-takachiho:37","jp-takachiho","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-takachiho:poi:38:sm","source:jp-takachiho:poi:38","unresolved:jp-takachiho:38","jp-takachiho","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-takachiho:poi:39:sm","source:jp-takachiho:poi:39","unresolved:jp-takachiho:39","jp-takachiho","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-takachiho:poi:40:sm","source:jp-takachiho:poi:40","unresolved:jp-takachiho:40","jp-takachiho","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-yakushima:poi:1:sm","source:jp-yakushima:poi:1","unresolved:jp-yakushima:1","jp-yakushima","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-yakushima:poi:2:sm","source:jp-yakushima:poi:2","unresolved:jp-yakushima:2","jp-yakushima","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-yakushima:poi:3:sm","source:jp-yakushima:poi:3","unresolved:jp-yakushima:3","jp-yakushima","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-yakushima:poi:4:sm","source:jp-yakushima:poi:4","unresolved:jp-yakushima:4","jp-yakushima","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-yakushima:poi:5:sm","source:jp-yakushima:poi:5","unresolved:jp-yakushima:5","jp-yakushima","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-yakushima:poi:6:sm","source:jp-yakushima:poi:6","unresolved:jp-yakushima:6","jp-yakushima","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-yakushima:poi:7:sm","source:jp-yakushima:poi:7","unresolved:jp-yakushima:7","jp-yakushima","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-yakushima:poi:8:sm","source:jp-yakushima:poi:8","unresolved:jp-yakushima:8","jp-yakushima","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-yakushima:poi:9:sm","source:jp-yakushima:poi:9","unresolved:jp-yakushima:9","jp-yakushima","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-yakushima:poi:10:sm","source:jp-yakushima:poi:10","unresolved:jp-yakushima:10","jp-yakushima","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-yakushima:poi:11:sm","source:jp-yakushima:poi:11","unresolved:jp-yakushima:11","jp-yakushima","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-yakushima:poi:12:sm","source:jp-yakushima:poi:12","unresolved:jp-yakushima:12","jp-yakushima","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-yakushima:poi:13:sm","source:jp-yakushima:poi:13","unresolved:jp-yakushima:13","jp-yakushima","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-yakushima:poi:14:sm","source:jp-yakushima:poi:14","unresolved:jp-yakushima:14","jp-yakushima","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-yakushima:poi:15:sm","source:jp-yakushima:poi:15","unresolved:jp-yakushima:15","jp-yakushima","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-yakushima:poi:16:sm","source:jp-yakushima:poi:16","unresolved:jp-yakushima:16","jp-yakushima","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-yakushima:poi:17:sm","source:jp-yakushima:poi:17","unresolved:jp-yakushima:17","jp-yakushima","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-yakushima:poi:18:sm","source:jp-yakushima:poi:18","unresolved:jp-yakushima:18","jp-yakushima","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-yakushima:poi:19:sm","source:jp-yakushima:poi:19","unresolved:jp-yakushima:19","jp-yakushima","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-yakushima:poi:20:sm","source:jp-yakushima:poi:20","unresolved:jp-yakushima:20","jp-yakushima","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-yakushima:poi:21:sm","source:jp-yakushima:poi:21","unresolved:jp-yakushima:21","jp-yakushima","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-yakushima:poi:22:sm","source:jp-yakushima:poi:22","unresolved:jp-yakushima:22","jp-yakushima","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-yakushima:poi:23:sm","source:jp-yakushima:poi:23","unresolved:jp-yakushima:23","jp-yakushima","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-yakushima:poi:24:sm","source:jp-yakushima:poi:24","unresolved:jp-yakushima:24","jp-yakushima","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-yakushima:poi:25:sm","source:jp-yakushima:poi:25","unresolved:jp-yakushima:25","jp-yakushima","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-yakushima:poi:26:sm","source:jp-yakushima:poi:26","unresolved:jp-yakushima:26","jp-yakushima","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-yakushima:poi:27:sm","source:jp-yakushima:poi:27","unresolved:jp-yakushima:27","jp-yakushima","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-yakushima:poi:28:sm","source:jp-yakushima:poi:28","unresolved:jp-yakushima:28","jp-yakushima","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-yakushima:poi:29:sm","source:jp-yakushima:poi:29","unresolved:jp-yakushima:29","jp-yakushima","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-yakushima:poi:30:sm","source:jp-yakushima:poi:30","unresolved:jp-yakushima:30","jp-yakushima","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-yakushima:poi:31:sm","source:jp-yakushima:poi:31","unresolved:jp-yakushima:31","jp-yakushima","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-yakushima:poi:32:sm","source:jp-yakushima:poi:32","unresolved:jp-yakushima:32","jp-yakushima","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-yakushima:poi:33:sm","source:jp-yakushima:poi:33","unresolved:jp-yakushima:33","jp-yakushima","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-yakushima:poi:34:sm","source:jp-yakushima:poi:34","unresolved:jp-yakushima:34","jp-yakushima","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-yakushima:poi:35:sm","source:jp-yakushima:poi:35","unresolved:jp-yakushima:35","jp-yakushima","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-yakushima:poi:36:sm","source:jp-yakushima:poi:36","unresolved:jp-yakushima:36","jp-yakushima","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-yakushima:poi:37:sm","source:jp-yakushima:poi:37","unresolved:jp-yakushima:37","jp-yakushima","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-yakushima:poi:38:sm","source:jp-yakushima:poi:38","unresolved:jp-yakushima:38","jp-yakushima","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-yakushima:poi:39:sm","source:jp-yakushima:poi:39","unresolved:jp-yakushima:39","jp-yakushima","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-yakushima:poi:40:sm","source:jp-yakushima:poi:40","unresolved:jp-yakushima:40","jp-yakushima","JP-S-10","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-abashiri:poi:1:sm","source:jp-abashiri:poi:1","unresolved:jp-abashiri:1","jp-abashiri","JP-A-01","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
