"variant_id","source_job_id","entity_id","destination_id","batch_id","country_code","profile_id","max_width","max_height","fit","without_enlargement","format","max_bytes","status","physical_path","physical_bytes","parent_profile_file"
"variant:jp-hiroshima:poi:6:sm","source:jp-hiroshima:poi:6","unresolved:jp-hiroshima:6","jp-hiroshima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-hiroshima:poi:7:sm","source:jp-hiroshima:poi:7","unresolved:jp-hiroshima:7","jp-hiroshima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-hiroshima:poi:8:sm","source:jp-hiroshima:poi:8","unresolved:jp-hiroshima:8","jp-hiroshima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-hiroshima:poi:9:sm","source:jp-hiroshima:poi:9","unresolved:jp-hiroshima:9","jp-hiroshima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-hiroshima:poi:10:sm","source:jp-hiroshima:poi:10","unresolved:jp-hiroshima:10","jp-hiroshima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-hiroshima:poi:11:sm","source:jp-hiroshima:poi:11","unresolved:jp-hiroshima:11","jp-hiroshima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-hiroshima:poi:12:sm","source:jp-hiroshima:poi:12","unresolved:jp-hiroshima:12","jp-hiroshima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-hiroshima:poi:13:sm","source:jp-hiroshima:poi:13","unresolved:jp-hiroshima:13","jp-hiroshima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-hiroshima:poi:14:sm","source:jp-hiroshima:poi:14","unresolved:jp-hiroshima:14","jp-hiroshima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-hiroshima:poi:15:sm","source:jp-hiroshima:poi:15","unresolved:jp-hiroshima:15","jp-hiroshima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-hiroshima:poi:16:sm","source:jp-hiroshima:poi:16","unresolved:jp-hiroshima:16","jp-hiroshima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-hiroshima:poi:17:sm","source:jp-hiroshima:poi:17","unresolved:jp-hiroshima:17","jp-hiroshima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-hiroshima:poi:18:sm","source:jp-hiroshima:poi:18","unresolved:jp-hiroshima:18","jp-hiroshima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-hiroshima:poi:19:sm","source:jp-hiroshima:poi:19","unresolved:jp-hiroshima:19","jp-hiroshima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-hiroshima:poi:20:sm","source:jp-hiroshima:poi:20","unresolved:jp-hiroshima:20","jp-hiroshima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-hiroshima:poi:21:sm","source:jp-hiroshima:poi:21","unresolved:jp-hiroshima:21","jp-hiroshima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-hiroshima:poi:22:sm","source:jp-hiroshima:poi:22","unresolved:jp-hiroshima:22","jp-hiroshima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-hiroshima:poi:23:sm","source:jp-hiroshima:poi:23","unresolved:jp-hiroshima:23","jp-hiroshima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-hiroshima:poi:24:sm","source:jp-hiroshima:poi:24","unresolved:jp-hiroshima:24","jp-hiroshima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-hiroshima:poi:25:sm","source:jp-hiroshima:poi:25","unresolved:jp-hiroshima:25","jp-hiroshima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-hiroshima:poi:26:sm","source:jp-hiroshima:poi:26","unresolved:jp-hiroshima:26","jp-hiroshima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-hiroshima:poi:27:sm","source:jp-hiroshima:poi:27","unresolved:jp-hiroshima:27","jp-hiroshima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-hiroshima:poi:28:sm","source:jp-hiroshima:poi:28","unresolved:jp-hiroshima:28","jp-hiroshima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-hiroshima:poi:29:sm","source:jp-hiroshima:poi:29","unresolved:jp-hiroshima:29","jp-hiroshima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-hiroshima:poi:30:sm","source:jp-hiroshima:poi:30","unresolved:jp-hiroshima:30","jp-hiroshima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-hiroshima:poi:31:sm","source:jp-hiroshima:poi:31","unresolved:jp-hiroshima:31","jp-hiroshima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-hiroshima:poi:32:sm","source:jp-hiroshima:poi:32","unresolved:jp-hiroshima:32","jp-hiroshima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-hiroshima:poi:33:sm","source:jp-hiroshima:poi:33","unresolved:jp-hiroshima:33","jp-hiroshima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-hiroshima:poi:34:sm","source:jp-hiroshima:poi:34","unresolved:jp-hiroshima:34","jp-hiroshima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-hiroshima:poi:35:sm","source:jp-hiroshima:poi:35","unresolved:jp-hiroshima:35","jp-hiroshima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-hiroshima:poi:36:sm","source:jp-hiroshima:poi:36","unresolved:jp-hiroshima:36","jp-hiroshima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-hiroshima:poi:37:sm","source:jp-hiroshima:poi:37","unresolved:jp-hiroshima:37","jp-hiroshima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-hiroshima:poi:38:sm","source:jp-hiroshima:poi:38","unresolved:jp-hiroshima:38","jp-hiroshima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-hiroshima:poi:39:sm","source:jp-hiroshima:poi:39","unresolved:jp-hiroshima:39","jp-hiroshima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-hiroshima:poi:40:sm","source:jp-hiroshima:poi:40","unresolved:jp-hiroshima:40","jp-hiroshima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-miyajima:poi:1:sm","source:jp-miyajima:poi:1","unresolved:jp-miyajima:1","jp-miyajima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-miyajima:poi:2:sm","source:jp-miyajima:poi:2","unresolved:jp-miyajima:2","jp-miyajima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-miyajima:poi:3:sm","source:jp-miyajima:poi:3","unresolved:jp-miyajima:3","jp-miyajima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-miyajima:poi:4:sm","source:jp-miyajima:poi:4","unresolved:jp-miyajima:4","jp-miyajima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-miyajima:poi:5:sm","source:jp-miyajima:poi:5","unresolved:jp-miyajima:5","jp-miyajima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-miyajima:poi:6:sm","source:jp-miyajima:poi:6","unresolved:jp-miyajima:6","jp-miyajima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-miyajima:poi:7:sm","source:jp-miyajima:poi:7","unresolved:jp-miyajima:7","jp-miyajima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-miyajima:poi:8:sm","source:jp-miyajima:poi:8","unresolved:jp-miyajima:8","jp-miyajima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-miyajima:poi:9:sm","source:jp-miyajima:poi:9","unresolved:jp-miyajima:9","jp-miyajima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-miyajima:poi:10:sm","source:jp-miyajima:poi:10","unresolved:jp-miyajima:10","jp-miyajima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-miyajima:poi:11:sm","source:jp-miyajima:poi:11","unresolved:jp-miyajima:11","jp-miyajima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-miyajima:poi:12:sm","source:jp-miyajima:poi:12","unresolved:jp-miyajima:12","jp-miyajima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-miyajima:poi:13:sm","source:jp-miyajima:poi:13","unresolved:jp-miyajima:13","jp-miyajima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-miyajima:poi:14:sm","source:jp-miyajima:poi:14","unresolved:jp-miyajima:14","jp-miyajima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-miyajima:poi:15:sm","source:jp-miyajima:poi:15","unresolved:jp-miyajima:15","jp-miyajima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-miyajima:poi:16:sm","source:jp-miyajima:poi:16","unresolved:jp-miyajima:16","jp-miyajima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-miyajima:poi:17:sm","source:jp-miyajima:poi:17","unresolved:jp-miyajima:17","jp-miyajima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-miyajima:poi:18:sm","source:jp-miyajima:poi:18","unresolved:jp-miyajima:18","jp-miyajima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-miyajima:poi:19:sm","source:jp-miyajima:poi:19","unresolved:jp-miyajima:19","jp-miyajima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-miyajima:poi:20:sm","source:jp-miyajima:poi:20","unresolved:jp-miyajima:20","jp-miyajima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-miyajima:poi:21:sm","source:jp-miyajima:poi:21","unresolved:jp-miyajima:21","jp-miyajima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-miyajima:poi:22:sm","source:jp-miyajima:poi:22","unresolved:jp-miyajima:22","jp-miyajima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-miyajima:poi:23:sm","source:jp-miyajima:poi:23","unresolved:jp-miyajima:23","jp-miyajima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-miyajima:poi:24:sm","source:jp-miyajima:poi:24","unresolved:jp-miyajima:24","jp-miyajima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-miyajima:poi:25:sm","source:jp-miyajima:poi:25","unresolved:jp-miyajima:25","jp-miyajima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-miyajima:poi:26:sm","source:jp-miyajima:poi:26","unresolved:jp-miyajima:26","jp-miyajima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-miyajima:poi:27:sm","source:jp-miyajima:poi:27","unresolved:jp-miyajima:27","jp-miyajima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-miyajima:poi:28:sm","source:jp-miyajima:poi:28","unresolved:jp-miyajima:28","jp-miyajima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-miyajima:poi:29:sm","source:jp-miyajima:poi:29","unresolved:jp-miyajima:29","jp-miyajima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-miyajima:poi:30:sm","source:jp-miyajima:poi:30","unresolved:jp-miyajima:30","jp-miyajima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-miyajima:poi:31:sm","source:jp-miyajima:poi:31","unresolved:jp-miyajima:31","jp-miyajima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-miyajima:poi:32:sm","source:jp-miyajima:poi:32","unresolved:jp-miyajima:32","jp-miyajima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-miyajima:poi:33:sm","source:jp-miyajima:poi:33","unresolved:jp-miyajima:33","jp-miyajima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-miyajima:poi:34:sm","source:jp-miyajima:poi:34","unresolved:jp-miyajima:34","jp-miyajima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-miyajima:poi:35:sm","source:jp-miyajima:poi:35","unresolved:jp-miyajima:35","jp-miyajima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-miyajima:poi:36:sm","source:jp-miyajima:poi:36","unresolved:jp-miyajima:36","jp-miyajima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-miyajima:poi:37:sm","source:jp-miyajima:poi:37","unresolved:jp-miyajima:37","jp-miyajima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-miyajima:poi:38:sm","source:jp-miyajima:poi:38","unresolved:jp-miyajima:38","jp-miyajima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-miyajima:poi:39:sm","source:jp-miyajima:poi:39","unresolved:jp-miyajima:39","jp-miyajima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-miyajima:poi:40:sm","source:jp-miyajima:poi:40","unresolved:jp-miyajima:40","jp-miyajima","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-nagoya:poi:1:sm","source:jp-nagoya:poi:1","unresolved:jp-nagoya:1","jp-nagoya","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-nagoya:poi:2:sm","source:jp-nagoya:poi:2","unresolved:jp-nagoya:2","jp-nagoya","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-nagoya:poi:3:sm","source:jp-nagoya:poi:3","unresolved:jp-nagoya:3","jp-nagoya","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-nagoya:poi:4:sm","source:jp-nagoya:poi:4","unresolved:jp-nagoya:4","jp-nagoya","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-nagoya:poi:5:sm","source:jp-nagoya:poi:5","unresolved:jp-nagoya:5","jp-nagoya","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-nagoya:poi:6:sm","source:jp-nagoya:poi:6","unresolved:jp-nagoya:6","jp-nagoya","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-nagoya:poi:7:sm","source:jp-nagoya:poi:7","unresolved:jp-nagoya:7","jp-nagoya","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-nagoya:poi:8:sm","source:jp-nagoya:poi:8","unresolved:jp-nagoya:8","jp-nagoya","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-nagoya:poi:9:sm","source:jp-nagoya:poi:9","unresolved:jp-nagoya:9","jp-nagoya","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-nagoya:poi:10:sm","source:jp-nagoya:poi:10","unresolved:jp-nagoya:10","jp-nagoya","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-nagoya:poi:11:sm","source:jp-nagoya:poi:11","unresolved:jp-nagoya:11","jp-nagoya","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-nagoya:poi:12:sm","source:jp-nagoya:poi:12","unresolved:jp-nagoya:12","jp-nagoya","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-nagoya:poi:13:sm","source:jp-nagoya:poi:13","unresolved:jp-nagoya:13","jp-nagoya","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-nagoya:poi:14:sm","source:jp-nagoya:poi:14","unresolved:jp-nagoya:14","jp-nagoya","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-nagoya:poi:15:sm","source:jp-nagoya:poi:15","unresolved:jp-nagoya:15","jp-nagoya","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-nagoya:poi:16:sm","source:jp-nagoya:poi:16","unresolved:jp-nagoya:16","jp-nagoya","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-nagoya:poi:17:sm","source:jp-nagoya:poi:17","unresolved:jp-nagoya:17","jp-nagoya","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-nagoya:poi:18:sm","source:jp-nagoya:poi:18","unresolved:jp-nagoya:18","jp-nagoya","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-nagoya:poi:19:sm","source:jp-nagoya:poi:19","unresolved:jp-nagoya:19","jp-nagoya","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-nagoya:poi:20:sm","source:jp-nagoya:poi:20","unresolved:jp-nagoya:20","jp-nagoya","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-nagoya:poi:21:sm","source:jp-nagoya:poi:21","unresolved:jp-nagoya:21","jp-nagoya","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-nagoya:poi:22:sm","source:jp-nagoya:poi:22","unresolved:jp-nagoya:22","jp-nagoya","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-nagoya:poi:23:sm","source:jp-nagoya:poi:23","unresolved:jp-nagoya:23","jp-nagoya","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-nagoya:poi:24:sm","source:jp-nagoya:poi:24","unresolved:jp-nagoya:24","jp-nagoya","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-nagoya:poi:25:sm","source:jp-nagoya:poi:25","unresolved:jp-nagoya:25","jp-nagoya","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-nagoya:poi:26:sm","source:jp-nagoya:poi:26","unresolved:jp-nagoya:26","jp-nagoya","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-nagoya:poi:27:sm","source:jp-nagoya:poi:27","unresolved:jp-nagoya:27","jp-nagoya","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-nagoya:poi:28:sm","source:jp-nagoya:poi:28","unresolved:jp-nagoya:28","jp-nagoya","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-nagoya:poi:29:sm","source:jp-nagoya:poi:29","unresolved:jp-nagoya:29","jp-nagoya","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-nagoya:poi:30:sm","source:jp-nagoya:poi:30","unresolved:jp-nagoya:30","jp-nagoya","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-nagoya:poi:31:sm","source:jp-nagoya:poi:31","unresolved:jp-nagoya:31","jp-nagoya","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-nagoya:poi:32:sm","source:jp-nagoya:poi:32","unresolved:jp-nagoya:32","jp-nagoya","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-nagoya:poi:33:sm","source:jp-nagoya:poi:33","unresolved:jp-nagoya:33","jp-nagoya","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-nagoya:poi:34:sm","source:jp-nagoya:poi:34","unresolved:jp-nagoya:34","jp-nagoya","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-nagoya:poi:35:sm","source:jp-nagoya:poi:35","unresolved:jp-nagoya:35","jp-nagoya","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-nagoya:poi:36:sm","source:jp-nagoya:poi:36","unresolved:jp-nagoya:36","jp-nagoya","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-nagoya:poi:37:sm","source:jp-nagoya:poi:37","unresolved:jp-nagoya:37","jp-nagoya","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-nagoya:poi:38:sm","source:jp-nagoya:poi:38","unresolved:jp-nagoya:38","jp-nagoya","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-nagoya:poi:39:sm","source:jp-nagoya:poi:39","unresolved:jp-nagoya:39","jp-nagoya","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-nagoya:poi:40:sm","source:jp-nagoya:poi:40","unresolved:jp-nagoya:40","jp-nagoya","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-kanazawa:poi:1:sm","source:jp-kanazawa:poi:1","unresolved:jp-kanazawa:1","jp-kanazawa","JP-S-02","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
